Gene;Signature;Label;Class;Reference;DOI;Geneset_size;Description;Remark;use_ssgsea
PGF;Angiogenesis;Angiogenesis;Angiogenesis;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;15;"placental growth factor [Source:HGNC Symbol;Acc:HGNC:8893]";;TRUE
CXCL5;Angiogenesis;Angiogenesis;Angiogenesis;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;15;"C-X-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10642]";;TRUE
KDR;Angiogenesis;Angiogenesis;Angiogenesis;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;15;"kinase insert domain receptor [Source:HGNC Symbol;Acc:HGNC:6307]";;TRUE
ANGPT1;Angiogenesis;Angiogenesis;Angiogenesis;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;15;"angiopoietin 1 [Source:HGNC Symbol;Acc:HGNC:484]";;TRUE
ANGPT2;Angiogenesis;Angiogenesis;Angiogenesis;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;15;"angiopoietin 2 [Source:HGNC Symbol;Acc:HGNC:485]";;TRUE
TEK;Angiogenesis;Angiogenesis;Angiogenesis;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;15;"TEK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11724]";;TRUE
VWF;Angiogenesis;Angiogenesis;Angiogenesis;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;15;"von Willebrand factor [Source:HGNC Symbol;Acc:HGNC:12726]";;TRUE
CDH5;Angiogenesis;Angiogenesis;Angiogenesis;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;15;"cadherin 5 [Source:HGNC Symbol;Acc:HGNC:1764]";;TRUE
NOS3;Endothelium;Endothelium;Angiogenesis;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;10;"nitric oxide synthase 3 [Source:HGNC Symbol;Acc:HGNC:7876]";;TRUE
KDR;Endothelium;Endothelium;Angiogenesis;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;10;"kinase insert domain receptor [Source:HGNC Symbol;Acc:HGNC:6307]";;TRUE
FLT1;Endothelium;Endothelium;Angiogenesis;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;10;"fms related receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:3763]";;TRUE
VCAM1;Endothelium;Endothelium;Angiogenesis;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;10;"vascular cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:12663]";;TRUE
VWF;Endothelium;Endothelium;Angiogenesis;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;10;"von Willebrand factor [Source:HGNC Symbol;Acc:HGNC:12726]";;TRUE
CDH5;Endothelium;Endothelium;Angiogenesis;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;10;"cadherin 5 [Source:HGNC Symbol;Acc:HGNC:1764]";;TRUE
MMRN1;Endothelium;Endothelium;Angiogenesis;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;10;"multimerin 1 [Source:HGNC Symbol;Acc:HGNC:7178]";;TRUE
ENG;Endothelium;Endothelium;Angiogenesis;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;10;"endoglin [Source:HGNC Symbol;Acc:HGNC:3349]";;TRUE
CLEC14A;Endothelium;Endothelium;Angiogenesis;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;10;"C-type lectin domain containing 14A [Source:HGNC Symbol;Acc:HGNC:19832]";;TRUE
MMRN2;Endothelium;Endothelium;Angiogenesis;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;10;"multimerin 2 [Source:HGNC Symbol;Acc:HGNC:19888]";;TRUE
MKI67;Tumor_proliferation_rate;Proliferation;Tumor features;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;15;"marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]";;TRUE
ESCO2;Tumor_proliferation_rate;Proliferation;Tumor features;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;15;"establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:27230]";;TRUE
CETN3;Tumor_proliferation_rate;Proliferation;Tumor features;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;15;"centrin 3 [Source:HGNC Symbol;Acc:HGNC:1868]";;TRUE
CDK2;Tumor_proliferation_rate;Proliferation;Tumor features;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;15;"cyclin dependent kinase 2 [Source:HGNC Symbol;Acc:HGNC:1771]";;TRUE
CCND1;Tumor_proliferation_rate;Proliferation;Tumor features;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;15;"cyclin D1 [Source:HGNC Symbol;Acc:HGNC:1582]";;TRUE
CCNE1;Tumor_proliferation_rate;Proliferation;Tumor features;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;15;"cyclin E1 [Source:HGNC Symbol;Acc:HGNC:1589]";;TRUE
AURKA;Tumor_proliferation_rate;Proliferation;Tumor features;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;15;"aurora kinase A [Source:HGNC Symbol;Acc:HGNC:11393]";;TRUE
AURKB;Tumor_proliferation_rate;Proliferation;Tumor features;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;15;"aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]";;TRUE
E2F1;Tumor_proliferation_rate;Proliferation;Tumor features;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;15;"E2F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3113]";;TRUE
MYBL2;Tumor_proliferation_rate;Proliferation;Tumor features;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;15;"MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548]";;TRUE
BUB1;Tumor_proliferation_rate;Proliferation;Tumor features;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;15;"BUB1 mitotic checkpoint serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1148]";;TRUE
PLK1;Tumor_proliferation_rate;Proliferation;Tumor features;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;15;"polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]";;TRUE
CCNB1;Tumor_proliferation_rate;Proliferation;Tumor features;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;15;"cyclin B1 [Source:HGNC Symbol;Acc:HGNC:1579]";;TRUE
MCM2;Tumor_proliferation_rate;Proliferation;Tumor features;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;15;"minichromosome maintenance complex component 2 [Source:HGNC Symbol;Acc:HGNC:6944]";;TRUE
MCM6;Tumor_proliferation_rate;Proliferation;Tumor features;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;15;"minichromosome maintenance complex component 6 [Source:HGNC Symbol;Acc:HGNC:6949]";;TRUE
SNAI1;EMT_signature;EMT signature;Tumor features;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;7;"snail family transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:11128]";;TRUE
SNAI2;EMT_signature;EMT signature;Tumor features;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;7;"snail family transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:11094]";;TRUE
TWIST1;EMT_signature;EMT signature;Tumor features;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;7;"twist family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12428]";;TRUE
TWIST2;EMT_signature;EMT signature;Tumor features;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;7;"twist family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:20670]";;TRUE
ZEB1;EMT_signature;EMT signature;Tumor features;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;7;"zinc finger E-box binding homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11642]";;TRUE
ZEB2;EMT_signature;EMT signature;Tumor features;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;7;"zinc finger E-box binding homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14881]";;TRUE
CDH2;EMT_signature;EMT signature;Tumor features;Bagaev et al. 2021;https://doi.org/10.1016/j.ccell.2021.04.014;7;"cadherin 2 [Source:HGNC Symbol;Acc:HGNC:1759]";;TRUE
CCL19;TLS_markers_Cabrita;TLS markers;Biological_process;Cabrita et al. 2020;10.1038/s41586-019-1914-8;9;"C-C motif chemokine ligand 19 [Source:HGNC Symbol;Acc:HGNC:10617]";;TRUE
CCL21;TLS_markers_Cabrita;TLS markers;Biological_process;Cabrita et al. 2020;10.1038/s41586-019-1914-8;9;"C-C motif chemokine ligand 21 [Source:HGNC Symbol;Acc:HGNC:10620]";;TRUE
CXCL13;TLS_markers_Cabrita;TLS markers;Biological_process;Cabrita et al. 2020;10.1038/s41586-019-1914-8;9;"C-X-C motif chemokine ligand 13 [Source:HGNC Symbol;Acc:HGNC:10639]";;TRUE
CCR7;TLS_markers_Cabrita;TLS markers;Biological_process;Cabrita et al. 2020;10.1038/s41586-019-1914-8;9;"C-C motif chemokine receptor 7 [Source:HGNC Symbol;Acc:HGNC:1608]";;TRUE
SELL;TLS_markers_Cabrita;TLS markers;Biological_process;Cabrita et al. 2020;10.1038/s41586-019-1914-8;9;"selectin L [Source:HGNC Symbol;Acc:HGNC:10720]";;TRUE
LAMP3;TLS_markers_Cabrita;TLS markers;Biological_process;Cabrita et al. 2020;10.1038/s41586-019-1914-8;9;"lysosomal associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:14582]";;TRUE
CXCR4;TLS_markers_Cabrita;TLS markers;Biological_process;Cabrita et al. 2020;10.1038/s41586-019-1914-8;9;"C-X-C motif chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:2561]";;TRUE
CD86;TLS_markers_Cabrita;TLS markers;Biological_process;Cabrita et al. 2020;10.1038/s41586-019-1914-8;9;"CD86 molecule [Source:HGNC Symbol;Acc:HGNC:1705]";;TRUE
BCL6;TLS_markers_Cabrita;TLS markers;Biological_process;Cabrita et al. 2020;10.1038/s41586-019-1914-8;9;"BCL6 transcription repressor [Source:HGNC Symbol;Acc:HGNC:1001]";;TRUE
CD79B;TLS_signature_Cabrita;TLS signature;Biological_process;Cabrita et al. 2020;10.1038/s41586-019-1914-8;9;"CD79b molecule [Source:HGNC Symbol;Acc:HGNC:1699]";;TRUE
CD1D;TLS_signature_Cabrita;TLS signature;Biological_process;Cabrita et al. 2020;10.1038/s41586-019-1914-8;9;"CD1d molecule [Source:HGNC Symbol;Acc:HGNC:1637]";;TRUE
SKAP1;TLS_signature_Cabrita;TLS signature;Biological_process;Cabrita et al. 2020;10.1038/s41586-019-1914-8;9;"src kinase associated phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15605]";;TRUE
CETP;TLS_signature_Cabrita;TLS signature;Biological_process;Cabrita et al. 2020;10.1038/s41586-019-1914-8;9;"cholesteryl ester transfer protein [Source:HGNC Symbol;Acc:HGNC:1869]";;TRUE
EIF1AY;TLS_signature_Cabrita;TLS signature;Biological_process;Cabrita et al. 2020;10.1038/s41586-019-1914-8;9;"eukaryotic translation initiation factor 1A Y-linked [Source:HGNC Symbol;Acc:HGNC:3252]";;TRUE
RBP5;TLS_signature_Cabrita;TLS signature;Biological_process;Cabrita et al. 2020;10.1038/s41586-019-1914-8;9;"retinol binding protein 5 [Source:HGNC Symbol;Acc:HGNC:15847]";;TRUE
PTGDS;TLS_signature_Cabrita;TLS signature;Biological_process;Cabrita et al. 2020;10.1038/s41586-019-1914-8;9;"prostaglandin D2 synthase [Source:HGNC Symbol;Acc:HGNC:9592]";;TRUE
LAT;TLS_signature_Cabrita;TLS signature;Biological_process;Cabrita et al. 2020;10.1038/s41586-019-1914-8;9;"linker for activation of T cells [Source:HGNC Symbol;Acc:HGNC:18874]";;TRUE
CCR6;TLS_signature_Cabrita;TLS signature;Biological_process;Cabrita et al. 2020;10.1038/s41586-019-1914-8;9;"C-C motif chemokine receptor 6 [Source:HGNC Symbol;Acc:HGNC:1607]";;TRUE
FLT1;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"fms related receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:3763]";;TRUE
COL10A1;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"collagen type X alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2185]";;TRUE
IGFBP3;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"insulin like growth factor binding protein 3 [Source:HGNC Symbol;Acc:HGNC:5472]";;TRUE
NOX4;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"NADPH oxidase 4 [Source:HGNC Symbol;Acc:HGNC:7891]";;TRUE
MEX3B;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"mex-3 RNA binding family member B [Source:HGNC Symbol;Acc:HGNC:25297]";;TRUE
GAS1;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"growth arrest specific 1 [Source:HGNC Symbol;Acc:HGNC:4165]";;TRUE
INHBA;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"inhibin subunit beta A [Source:HGNC Symbol;Acc:HGNC:6066]";;TRUE
VEGFA;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"vascular endothelial growth factor A [Source:HGNC Symbol;Acc:HGNC:12680]";;TRUE
CDKN2B;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"cyclin dependent kinase inhibitor 2B [Source:HGNC Symbol;Acc:HGNC:1788]";;TRUE
FBXO32;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"F-box protein 32 [Source:HGNC Symbol;Acc:HGNC:16731]";;TRUE
CALB2;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"calbindin 2 [Source:HGNC Symbol;Acc:HGNC:1435]";;TRUE
CTGF;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;NA;;TRUE
KANK4;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"KN motif and ankyrin repeat domains 4 [Source:HGNC Symbol;Acc:HGNC:27263]";;TRUE
NET1;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"neuroepithelial cell transforming 1 [Source:HGNC Symbol;Acc:HGNC:14592]";;TRUE
HEY1;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"hes related family bHLH transcription factor with YRPW motif 1 [Source:HGNC Symbol;Acc:HGNC:4880]";;TRUE
SERPINE1;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"serpin family E member 1 [Source:HGNC Symbol;Acc:HGNC:8583]";;TRUE
ESM1;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"endothelial cell specific molecule 1 [Source:HGNC Symbol;Acc:HGNC:3466]";;TRUE
TIMP3;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"TIMP metallopeptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:11822]";;TRUE
SYNE1;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"spectrin repeat containing nuclear envelope protein 1 [Source:HGNC Symbol;Acc:HGNC:17089]";;TRUE
BHLHE40;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"basic helix-loop-helix family member e40 [Source:HGNC Symbol;Acc:HGNC:1046]";;TRUE
PLAUR;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]";;TRUE
APBB2;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]";;TRUE
FGF1;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"fibroblast growth factor 1 [Source:HGNC Symbol;Acc:HGNC:3665]";;TRUE
ANGPTL4;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"angiopoietin like 4 [Source:HGNC Symbol;Acc:HGNC:16039]";;TRUE
LMCD1;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"LIM and cysteine rich domains 1 [Source:HGNC Symbol;Acc:HGNC:6633]";;TRUE
PGM2L1;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"phosphoglucomutase 2 like 1 [Source:HGNC Symbol;Acc:HGNC:20898]";;TRUE
KAL1;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;NA;;TRUE
TNFAIP6;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"TNF alpha induced protein 6 [Source:HGNC Symbol;Acc:HGNC:11898]";;TRUE
OSGIN2;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"oxidative stress induced growth inhibitor family member 2 [Source:HGNC Symbol;Acc:HGNC:1355]";;TRUE
PODXL;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"podocalyxin like [Source:HGNC Symbol;Acc:HGNC:9171]";;TRUE
PCDH9;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"protocadherin 9 [Source:HGNC Symbol;Acc:HGNC:8661]";;TRUE
C13orf33;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;NA;;TRUE
RASGRP3;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"RAS guanyl releasing protein 3 [Source:HGNC Symbol;Acc:HGNC:14545]";;TRUE
LOH3CR2A;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;NA;;TRUE
SPSB1;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"splA/ryanodine receptor domain and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:30628]";;TRUE
FN1;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]";;TRUE
GADD45B;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"growth arrest and DNA damage inducible beta [Source:HGNC Symbol;Acc:HGNC:4096]";;TRUE
TRIB1;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"tribbles pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:16891]";;TRUE
STK17B;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"serine/threonine kinase 17b [Source:HGNC Symbol;Acc:HGNC:11396]";;TRUE
KLF7;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"Kruppel like factor 7 [Source:HGNC Symbol;Acc:HGNC:6350]";;TRUE
LRRC8C;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"leucine rich repeat containing 8 VRAC subunit C [Source:HGNC Symbol;Acc:HGNC:25075]";;TRUE
FNIP2;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"folliculin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29280]";;TRUE
TGFB2;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768]";;TRUE
FRMD4A;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"FERM domain containing 4A [Source:HGNC Symbol;Acc:HGNC:25491]";;TRUE
CNTN1;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"contactin 1 [Source:HGNC Symbol;Acc:HGNC:2171]";;TRUE
NGF;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"nerve growth factor [Source:HGNC Symbol;Acc:HGNC:7808]";;TRUE
NUAK1;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"NUAK family kinase 1 [Source:HGNC Symbol;Acc:HGNC:14311]";;TRUE
EFNB2;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"ephrin B2 [Source:HGNC Symbol;Acc:HGNC:3227]";;TRUE
TSPAN2;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"tetraspanin 2 [Source:HGNC Symbol;Acc:HGNC:20659]";;TRUE
CHST11;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"carbohydrate sulfotransferase 11 [Source:HGNC Symbol;Acc:HGNC:17422]";;TRUE
EGR2;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"early growth response 2 [Source:HGNC Symbol;Acc:HGNC:3239]";;TRUE
DAAM1;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"dishevelled associated activator of morphogenesis 1 [Source:HGNC Symbol;Acc:HGNC:18142]";;TRUE
PALLD;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"palladin, cytoskeletal associated protein [Source:HGNC Symbol;Acc:HGNC:17068]";;TRUE
GPR161;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"G protein-coupled receptor 161 [Source:HGNC Symbol;Acc:HGNC:23694]";;TRUE
CALD1;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"caldesmon 1 [Source:HGNC Symbol;Acc:HGNC:1441]";;TRUE
LOC728449;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;NA;;TRUE
MGC16121;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;NA;;TRUE
HIVEP2;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"HIVEP zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4921]";;TRUE
RHOU;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"ras homolog family member U [Source:HGNC Symbol;Acc:HGNC:17794]";;TRUE
KDM6B;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"lysine demethylase 6B [Source:HGNC Symbol;Acc:HGNC:29012]";;TRUE
FOXP1;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"forkhead box P1 [Source:HGNC Symbol;Acc:HGNC:3823]";;TRUE
ELMOD1;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"ELMO domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25334]";;TRUE
SEMA7A;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"semaphorin 7A (John Milton Hagen blood group) [Source:HGNC Symbol;Acc:HGNC:10741]";;TRUE
PTHLH;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"parathyroid hormone like hormone [Source:HGNC Symbol;Acc:HGNC:9607]";;TRUE
PMEPA1;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:14107]";;TRUE
HAS2;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"hyaluronan synthase 2 [Source:HGNC Symbol;Acc:HGNC:4819]";;TRUE
SNORD114-3;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"small nucleolar RNA, C/D box 114-3 [Source:HGNC Symbol;Acc:HGNC:32991]";;TRUE
GRB14;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"growth factor receptor bound protein 14 [Source:HGNC Symbol;Acc:HGNC:4565]";;TRUE
LIF;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"LIF interleukin 6 family cytokine [Source:HGNC Symbol;Acc:HGNC:6596]";;TRUE
TSHZ3;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"teashirt zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:30700]";;TRUE
PDLIM4;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"PDZ and LIM domain 4 [Source:HGNC Symbol;Acc:HGNC:16501]";;TRUE
LOC728264;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;NA;;TRUE
ZNF365;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"zinc finger protein 365 [Source:HGNC Symbol;Acc:HGNC:18194]";;TRUE
PDGFC;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"platelet derived growth factor C [Source:HGNC Symbol;Acc:HGNC:8801]";;TRUE
JUNB;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]";;TRUE
CILP;F_TBRS;F TBRS;TGFB_response;Calon et al. 2012;10.1016/j.ccr.2012.08.013;286;"cartilage intermediate layer protein [Source:HGNC Symbol;Acc:HGNC:1980]";;TRUE
